utterance,dishname_first (score),dishname_second (score),dishname_third (score),ingredient_first (score),ingredient_second (score),ingredient_third (score)
Is it safe to eat pizza left out overnight?,pizza left out overnight (1.00),none,none,none,none,none
Is it OK to eat ramen when you have the stomach flu?,ramen when you have the stomach flu (0.98),none,none,none,none,none
What is the best time to order McDonald’s?,mcdonald ’ s (1.00),none,none,none,none,none
"I can go to the grocery store any time and buy farm-raised catfish filets. Why can't I also buy bass, crappie, or bluegill at a grocery store?",grocery store (1.00),farm - raised catfish filets (0.99),"bass, crappie, or bluegill (0.99)",none,none,none
Why don't people eat more plant-based meat?,plant - based meat (1.00),none,none,none,none,none
Will I die from eating raw shrimp?,raw shrimp (1.00),none,none,none,none,none
What happens when you feel hungry?,hungry (0.75),none,none,none,none,none
"My girlfriend ate an apple and eggs for breakfast, which is good, but I told her not to eat a cookie for dessert during lunch and she didn’t listen to me. What’s going on?","apple and eggs for breakfast, which is good (0.95)",cookie for dessert (1.00),none,lunch (0.57),none,none
Do Turkish people in Turkey eat turkeys for Christmas?,turkish people (0.89),turkeys for christmas (1.00),none,turkey (0.63),none,none
What creamers or milk (if any) would coffee connoisseurs recommend since Coffeemate has such a bad reputation?,creamers or milk ( if any ) (0.97),coffee connoisseurs recommend since coffeemate (0.92),reputation (0.43),bad (0.43),none,none
Do you let your kids eat snacks in the car when the car is new?,kids (0.93),snacks in the car when the car (1.00),new (0.58),none,none,none
What does malt and milk give to the body when combined?,body (0.72),combined (0.50),none,malt and milk (1.00),when (0.40),none
"Suddenly, I suddenly increased the amount of food and water I have in a day for a couple of days now. Why? Is this bad?",day for (0.47),couple (0.44),days now (0.48),food and water (0.79),in (0.56),bad (0.52)
"If humans aren't designed to eat meat because we have to cook it, why do we cook anything?",meat (1.00),anything (0.99),none,it (0.28),none,none
"If people stop eating meat, what will happen to the animals?",meat (1.00),animals (0.86),none,none,none,none
Is it racist if I find East Asian food disgusting to eat?,racist (0.45),east asian food disgusting to eat (0.97),none,none,none,none
Why is cookie dough ice cream the best flavor?,cookie dough ice cream the best flavor (1.00),none,none,none,none,none
Why do people bring babies to restaurants?,babies (1.00),none,none,restaurants (0.49),none,none
What was left after Jesus shared the loaves and fish?,loaves and fish? (1.00),none,none,left (0.56),jesus (0.53),none
Which fruit has the most natural sugar?,fruit (0.98),most (0.46),none,natural sugar (0.98),none,none
What are some low calories drink in Starbucks?,low (0.81),starbucks (0.98),none,calories drink (0.84),none,none
What's your favorite cheap meal that you still eat regardless of where you are financially?,favorite cheap meal that (0.95),none,none,financially (0.64),none,none
What is one meal you make once a week?,meal (0.96),once a week (0.85),none,none,none,none
Will eating a large amount of fruits daily make me fat?,large (0.90),fruits daily (0.92),fat (0.73),none,none,none
How can raw eggs cause an abortion?,abortion (1.00),none,none,raw eggs (0.83),none,none
How do you start making food from scratch?,food (1.00),scratch (0.57),none,none,none,none
Should you eat before taking ecstacy?,ecstacy? (0.86),none,none,none,none,none
I can't bake and I'm tired of it. What do I do?,i (0.96),bake (0.89),none,it (1.00),none,none
Does cooking vegetables change their nutritional value?,vegetables (0.97),none,none,nutritional value (0.97),none,none
Why is KFC so expensive?,kfc (1.00),expensive (0.75),none,none,none,none
How do I clean baby toys with vinegar?,baby toys with vinegar? (1.00),none,none,none,none,none
"Why do independent Italian restaurants in the UK, seemingly run by Italians, put cream in their carbonara? Is it to suit British tastes or is this easier to cook in a busy restaurant?",independent italian restaurants (1.00),uk (1.00),"seemingly run by italians, put cream in their carbonara (1.00)",none,none,none
What is the best way to eat beef?,beef (1.00),none,none,none,none,none
"Can I live on under 800 calories a day for the rest of my life? I'll typically consume one cup of V8 juice, one bowl of vegetable curry, and 6 veggie meatballs. I feel totally satisfied eating this amount every day.",under 800 calories a day (1.00),"cup of v8 juice, (0.98)",bowl (1.00),none,none,none
What is the healthiest late-night snack?,healthiest late - night snack (1.00),none,none,none,none,none
Who loves dim sum?,sum (0.99),none,none,dim (0.66),none,none
My sister accidentally drank expired orange juice. The orange juice was expired about 4 months ago. What should we do?,expired orange juice. the orange juice was expired about (0.96),months ago (0.99),none,4 (0.31),none,none
Someone placed a garlic dipping sauce cup on one of the slices of pizza. Is the rest safe to eat?,garlic dipping sauce cup (1.00),the slices of pizza (1.00),none,rest (0.68),eat (0.94),none
How do I order a cake for a birthday in Singapore?,cake (1.00),birthday in singapore (0.99),none,none,none,none
What is the best container to use in a microwave?,the best container (0.90),microwave? (0.88),none,none,none,none
How do you make boiled rice less boring?,boiled rice less boring? (1.00),none,none,none,none,none
Has a waiter ever said anything to you that made you uncomfortable with finishing your food?,waiter (0.99),food (0.85),none,finishing (1.00),none,none
What happens when you eat too much takis?,too much takis? (1.00),none,none,none,none,none
"I eat mainly lentils, beans, chickpeas, rice, and chicken on my diet. Is it healthy?","mainly lentils, beans, chickpeas, rice, and chicken (1.00)",none,none,healthy (0.74),none,none
Is pizza or McDonalds healthier?,pizza or mcdonalds (1.00),##ier (0.95),none,health (0.44),none,none
How do you discipline a 7 year old hiding food so he doesn't have to eat it?,7 year old hiding food (1.00),he (0.97),it (0.99),eat (0.96),none,none
Why shouldn't people in China eat dogs?,china (0.54),dogs (0.98),none,none,none,none
Is eating too many cherries bad? And how much is too much?,many (0.98),cherries bad (0.85),much (1.00),none,none,none
What changes did you notice when you first became a vegan?,vegan (1.00),none,none,changes (0.74),none,none
Why do I have trouble figuring out if I'm full or hungry?,none,none,none,hungry (0.86),none,none
"If you were offered free sandwiches for the rest of your life from your favorite sandwich shop, but you had to call them ""sammies"" instead of ""sandwiches"", with a straight face, every time you ordered, would you accept the offer?",free sandwiches (0.95),rest (0.55),life from (0.55),straight (0.99),none,none
What are the food items which make you feel sleepy?,food (0.87),sleepy (0.69),none,items (0.98),none,none
Why don't some kids like vegan foods?,kids like vegan foods (1.00),none,none,none,none,none
Do you like to eat Empanaditas de Pipián?,empanaditas de pipian? (1.00),none,none,none,none,none
"How does the lead content of edible seaweeds [nori, dulse] vary around the world? . Does seaweed growing in China contain more lead than average?",content of (1.00),"edible seaweeds [ nori, dulse ] vary (0.99)",seaweed growing (0.95),lead (0.95),more (0.95),lead (0.93)
Why do you soak onions in water before frying?,so (0.99),onions in water before frying (1.00),none,none,none,none
What are other fast food chains like Sonic Drive-in?,fast food chains like sonic drive - in (1.00),none,none,none,none,none
"I have someone who is insisting that expired milk can be taken off of the grocery store shelves, reprocessed and sold again with a new expiration date. Is this true?","expired milk can be taken off of the grocery store shelves, reprocessed and sold again with a (1.00)",expiration date (0.91),none,new (0.96),none,none
What would you do if your husband thought he was too good to eat your mom's food?,husband (0.37),good (0.69),mom's food (0.89),none,none,none
What fruit contains the most seeds?,fruit (0.93),the most (0.38),none,seeds (1.00),none,none
What do those who enjoy boiled eggs eat them with?,boiled eggs (0.95),with (0.65),none,none,none,none
My sugar goes up and down every day no matter how right I eat from 300 to 80 and all in between. Why and how can I fix it?,sugar (0.58),up (0.59),and down (0.58),none,none,none
What gives the Chinese rice its unique flavor and taste?,chinese rice (1.00),unique flavor and taste (0.94),none,none,none,none
"If someone doesn't RSVP for a wedding rehearsal dinner, do they get to eat?",##vp for a (0.78),wedding rehearsal dinner (1.00),none,rs (0.43),eat (0.98),none
"If I was at your house tonight, what would I be eating?",none,none,none,none,none,none
What’s a meal most people likely never had?,meal (0.88),people likely never (0.54),none,none,none,none
"What times would you class as breakfast, lunch, and dinner?","breakfast, lunch (0.99)",and dinner (0.99),none,none,none,none
What is the most interesting pizza topping you have had at a pizzeria?,most (0.93),pizza topping (0.98),pizzeria (0.92),interesting (0.36),none,none
"Would non-vegans ever consider going vegan? If not, why?",vegans (0.75),vegan? (0.82),none,none,none,none
Do I need to scale salmon before cooking?,salmon (1.00),none,none,cooking (0.83),none,none
When is pork done?,pork done (0.88),none,none,none,none,none
"My puppy is vegan (it's 100% healthy, don't worry) and he gets bored with his food so easily. It's time to change food. I can't find vegan puppy food in the UK anywhere. What should I do?",puppy (0.95),vegan ( it (0.96),"100 % healthy, don't worry ) (0.89)",food (0.99),none,none
Which American pizza chain is the best and most like real Italian pizza?,american pizza chain (1.00),the best and most like real italian pizza? (1.00),none,none,none,none
What is the powder stuff that they use to make candy sour?,candy sour? (0.97),none,none,powder stuff (0.92),none,none
Is Fructooligosaccharide powder sold in the U.S.?,fructooligosaccharide powder sold in the u. s. (0.93),none,none,none,none,none
How many carbs should you eat per meal?,per meal (0.98),none,none,carbs (0.94),none,none
What is the best way to eat collagen?,collagen? (1.00),none,none,none,none,none
"Random question, but how long do you usually eat dinner? I usually take about 10-15 minutes. Sometimes shorter or longer.",random question (0.65),dinner (1.00),10 - 15 (0.72),minutes (0.83),shorter (0.74),longer (0.96)
"If I was at your home this morning, what would I be eating?",morning (0.64),none,none,none,none,none
Did people see all fats as bad for their health in the past?,all fats as bad for their health (0.82),past (0.71),none,none,none,none
Why can't watermelon be eaten with other fruits?,watermelon (1.00),eaten with other fruits (0.98),none,none,none,none
What's the core impact of food safety?,food safety (1.00),none,none,core impact (0.92),none,none
What cannot be cooked in a steam oven?,steam oven (1.00),none,none,none,none,none
Why is all the food im eating going to my face?,none,none,none,food im eating going (0.73),face (0.33),none
How did people know how to make sourdough in ancient times?,sourdough in ancient times (1.00),none,none,none,none,none
My budgie ate a salted cashew. I didn't know they were salted. I rubbed it off anyways but a little bit of salt was probably left. Will my bird be ok after consuming a somewhat small amount of salt?,budgie (0.67),salted cashew (1.00),they (1.00),salt (1.00),left (0.30),none
Why is unbleached flour more expensive than bleached flour?,unbleached flour more expensive than bleached flour (1.00),none,none,none,none,none
My uncle left an unopened 3 litre carton of milk out of the fridge. 4.25 hours later I found it and put it in the fridge. Will it be safe to drink?,unopened 3 litre carton of milk out of the fridge (1.00),4. 25 hours later (0.97),fridge (0.58),drink (0.91),none,none
What can I do about my neighbor's food smells coming into my apartment and making me incredibly sick? I've tried everything.,neighbor's food smells coming (0.97),apartment (0.83),sick (0.52),everything (0.92),none,none
Is it easier to detox or not to detox?,not to det (0.46),none,none,detox (0.87),##ox (0.79),none
"How do I tell my girlfriend to stop eating so much without hurting her feelings? She always complains about gaining too much weight, but then stuffs herself with a large amount of dairy (cheese, brownies, cookie dough) that makes her bloated.",so much (0.73),much (0.96),"large amount of dairy ( cheese, brownies, cookie dough ) that (0.93)",hurting (0.99),feelings (0.29),gaining (0.43)
Would a human survive only eating one whole gorilla every 3 weeks?,human (0.99),one whole gorilla every 3 weeks (0.98),none,none,none,none
What are the sizes of Pizza Hut pizzas?,pizza hut pizzas (1.00),none,none,none,none,none
Does Subway Tuna really have no actual tuna in it?,subway tuna (1.00),none,none,no (0.99),actual tuna in it (0.93),none
What is the best side dish for fried chicken?,the best side (1.00),fried chicken? (0.98),none,none,none,none
Is the carne asada at Chipotle Spicy?,carne asada at chipotle spicy? (1.00),none,none,none,none,none
"I had some shredded cheese in the refrigerator, but it seems like it melted in there, what happened?",none,none,none,shredded cheese in the refrigerator (1.00),but it seems like it melted in there (0.85),none
"I love eating sushi, and it tastes so delicious. How can I make a California sushi roll at home?",sushi (0.98),it (0.97),delicious (1.00),none,none,none
What's a food item or dish that gets unnecessary hate?,food item or dish that (0.93),hate (0.60),none,unnecessary (0.59),none,none
"Which to choose: a thick juicy steak with fat fries, or a fat sizzling hamburger with onions and all the toppings, accompanied by slim-sliced fried potatoes? Which would you prefer, and why? Analyze. Assess. Elaborate.","thick juicy steak with fat fries, or a fat sizzling hamburger with onions and all the toppings, accompanied (1.00)",- sliced fried potatoes? (1.00),", and why (0.99)",slim (1.00),none,none
What restaurant in your opinion has the most inviting smell when you first walk in?,restaurant (0.55),the most (0.67),you first (0.94),inviting smell when (0.84),none,none
"Is it true that if you lost your sense of smell an Apple and onion would taste the same, or is this just a myth?",sense (0.49),apple and onion would taste the same (0.88),none,smell (0.99),none,none
How much is a pound of ham?,pound of ham (1.00),none,none,none,none,none
"If I drink water all day and don't eat anything until dinner, will I lose weight?",none,none,none,water (0.53),eat (0.66),anything (0.69)
How do I make my chicken tender after I've cooked it and it's tough?,chicken tender after (1.00),' ve cooked it (0.95),it (0.99),tough (0.93),none,none
Is it safe to eat fried cookie dough?,fried cookie dough (1.00),none,none,none,none,none
How can you force yourself to stop eating junk food?,junk food (1.00),none,none,none,none,none
Do they make eggplant parmesan in Italy?,eggplant parmesan in italy (1.00),none,none,none,none,none
"Which plant-based ""meat"" product would you recommend for kids?","plant - based "" meat "" product (1.00)",kids (0.98),none,none,none,none
What should you eat or avoid to avoid pus formation in wounds?,pus formation in wounds (1.00),none,none,none,none,none
Can I use spread butter to make a chocolate chip cookie?,butter (0.70),chocolate chip cookie (1.00),none,spread (0.99),none,none
"Can some bacteria metabolise vinegar, as a food source for them? If so, what is the byproduct of this metabolism? (I know some bacteria convert alcohols to acids)","vinegar, as (0.82)",food source (0.80),metabolism (0.39),bacteria metabolise (0.95),byproduct (0.94),bacteria convert (0.86)
Why do we need to make good choices of food?,choices (0.93),food (0.76),none,none,none,none
Is it true that Bang Chan snuck food for twice when they were on their diet?,bang chan snuck food for twice when they were (0.99),their (0.83),none,none,none,none
Which less-price organic foods are best to increase one’s immune system?,less - price organic foods (1.00),one ’ s immune system (0.97),none,none,none,none
How many calories are in au gratin potatoes?,##ories (0.93),in (0.43),au gratin potatoes (1.00),cal (0.95),none,none
Is it rude and against etiquette to eat in public at Ramadan?,rude and against (0.91),eat (0.52),public at ramadan (0.88),etiquette (0.79),none,none
Why does ice cream make my stomach upset but not milk?,stomach upset but not milk (0.95),none,none,ice cream (0.99),none,none
Is it okay to add cheese to scrambled eggs?,cheese to scrambled eggs (1.00),none,none,none,none,none
What do vegans have on toast?,vega (1.00),none,none,toast (0.81),none,none
Why is the Western world against eating arachnids but support eating crustaceans?,western (0.96),arachnids but support eating crustaceans (1.00),none,none,none,none
I want hot funyuns. What should I do?,hot funyuns (1.00),none,none,none,none,none
How do you revive dead yeast?,dead yeast? (1.00),none,none,none,none,none
What restaurant delivers food and accepts cash?,food (1.00),none,none,cash (0.98),none,none
What are the effects of eating too much chocolate?,much (0.98),chocolate (0.91),none,none,none,none
"Is coconut considered a type of nut? If you’re allergic to peanuts, is that the same as being allergic to all nuts?",coconut (0.54),nut (0.99),none,peanuts (1.00),that (0.92),same (0.93)
I accidentally left milk in my cupboard for a year. It's turned into cheese. Can I eat it?,it (0.33),turned (0.48),cheese (0.83),milk (0.90),none,none
"Which is better, junk food or healthy food?",junk food or healthy food (0.94),none,none,better (0.44),none,none
I’ve gained weight and I can eat before bed and still wake up completely starving. Why am I so hungry?,before bed (0.56),none,none,weight (0.72),starving (0.30),none
Why do people on death row get last meals?,death row (1.00),meals (0.51),none,last (0.62),none,none
What makes Italian rice so expensive?,italian rice so expensive (0.96),none,none,none,none,none
I bought raw chicken breast and left it on the counter for two hours. Is it safe to freeze and eat later?,raw chicken breast (1.00),it on the counter for two hours (0.80),and (1.00),freeze (0.97),eat (0.54),none
"What is ""gnocco fritto""?","gnocco fritto "" (1.00)",none,none,none,none,none
Is it okay to drink milk that's gone slightly bad?,milk that's gone slightly bad (1.00),none,none,none,none,none
Are fermented vitamins the best?,fermented vitamin (0.91),best (0.63),none,##s (0.72),none,none
I'm asthmatic but I love ice cream so I bought it and ate it and much chest immediately shut down. Now my aunt thinks it's her food that caused this. Should I confess?,ice cream (1.00),it (1.00),it (0.99),food (0.93),none,none
"Are the beef burgers in restaurants smoked? Burgers in restaurants don't taste at all like what I cook, unlike chicken burgers when I cook it at home its taste is similar. If the beef burgers are smoked then show me how to smoke a burger?",beef burgers in restaurants smoked? burgers in restaurants (1.00),t (0.97),all (0.60),taste (0.61),taste (0.83),similar (0.53)
Is it rude to eat on the train in Japan?,train (0.67),japan (0.82),none,none,none,none
Which foods should I avoid after a dog bite?,dog bite (1.00),none,none,foods (0.49),none,none
What is the best food for the brain?,best (0.75),the (0.67),brain (0.97),none,none,none
What is the fear of milk called?,fear (0.55),none,none,milk called (0.96),none,none
Why is the rice you eat outside delicious?,rice (0.92),outside delicious (0.75),none,none,none,none
Can you eat uncooked oatmeal?,uncooked oatmeal? (1.00),none,none,none,none,none
Can you eat durian after getting a Covid-19 vaccine shot?,durian (1.00),covid - 19 vaccine shot (1.00),none,none,none,none
How much do I need to feed an 8-week puppy?,8 - week puppy (1.00),none,none,none,none,none
Is keto diet good for gut health?,keto diet (0.96),health (0.86),none,gut (0.98),none,none
How can you tell if olive oil is real?,olive oil (1.00),real (0.99),none,none,none,none
Would you date a meat eater?,meat eater (1.00),none,none,none,none,none
My parents are not in the house and there's five bottles of wine on the fridge. What will happen if I taste a little wine?,five bottles (0.76),wine (0.99),wine (0.95),none,none,none
I often don't eat because of laziness. What should I do?,none,none,none,laziness (0.92),none,none
What are the risks of too much saturated fats while eating at maintenance?,too much saturated fats while eating (0.97),none,none,maintenance (0.72),none,none
"I ate tiny pieces of glass with food, will anything happen to me?",tiny pieces of glass with food (1.00),anything (0.32),none,none,none,none
How far from the center of a nuclear blast would every frozen pizza cook to perfection?,far (0.89),center (0.42),nuclear blast (1.00),perfection (0.96),none,none
Is it dangerous to eat bananas and eggs together?,bananas and eggs together (1.00),none,none,none,none,none
The Philippines are the world's number two at exporting bananas. Why can't I find any bananas from there in European supermarkets? They are all from South America.,world (0.88),number two at exporting bananas (0.76),bananas from there (0.76),philippines (0.41),none,none
What happens to your body when you stop eating junk food?,junk food (1.00),none,none,body (0.41),none,none
How many calories should a 150 lb person eat?,##ories (1.00),150 lb person eat (0.89),none,cal (0.99),none,none
Why are cow tails so delicious?,cow tails (1.00),delicious (0.99),none,none,none,none
Why can’t sausages be made in Northern Ireland?,sausages (1.00),made (0.45),northern ireland (0.89),none,none,none
What is the best time to skip a meal?,meal (1.00),none,none,none,none,none
How long does it take to deep fry pizza rolls?,deep fry pizza rolls (1.00),none,none,none,none,none
What should never be eaten with a durian fruit?,none,none,none,durian fruit (0.77),none,none
"White rice is a staple food for more than half of the world's population, but is white rice really healthy?",white rice (1.00),staple food (0.98),than half (0.87),healthy (0.70),none,none
How are ripened bananas dried to make a fruit snack for later enjoyment?,ripened bananas dried (0.98),fruit snack for (0.99),enjoyment (0.44),later (0.82),none,none
What is an Australian substitute for graham crackers?,australian (0.96),graham crackers? (1.00),none,none,none,none
What's the worst thing to eat?,worst (0.86),thing (0.62),none,none,none,none
Should you contact your state or local health department if you spot a cockroach in the back-alley parking lot of an upscale Italian restaurant?,state or local health department (0.99),cockroach in the back - alley parking lot of (1.00),upscale italian restaurant (1.00),none,none,none
What foods have healthy sugars?,foods (0.66),none,none,healthy sugars? (1.00),none,none
I ate 9 ounces of blueberries in one day. Is that toxic or dangerous?,9 ounces of blueberries in one day (0.98),or (0.84),none,toxic (0.91),dangerous (0.80),none
Do vegetarians smell nicer than people who eat meat?,nice (0.95),meat (0.99),none,none,none,none
"For all of you vegans and meat-eaters out there, why are you guys not considered herbivore or carnivore? Vegans and herbivores and meat eaters and carnivore literally do the same thing.",vegans and meat - eaters (0.98),guys (0.31),herbivore or carnivore? (0.91),none,none,none
"We know that Dr. Pepper's is the most agnostic drink, but what is the most agnostic meal?",dr. pepper's is the most agnostic drink (1.00),the most agnostic meal (1.00),none,none,none,none
"When traveling abroad, do you eat local dishes or are you looking for fast food and food that is familiar to you?",local dishes (1.00),fast food and food that (0.90),familiar (0.87),none,none,none
What is the fastest way to get hungry in Minecraft?,hungry in minecraft (1.00),none,none,none,none,none
They tell you not to eat the night before surgery but then what happens in emergency surgery?,night before surgery but then (0.98),emergency surgery (0.79),none,none,none,none
Why do cats beg for food when they still have food in their bowl?,cats (1.00),none,none,food (0.58),food (1.00),bowl (0.47)
How do you know when an eggplant is done baking?,eggplant is done baking (1.00),none,none,none,none,none
"As a non-Italian, what is the best dish you have tasted in Italy?",non (0.71),italian (0.99),the best dish (0.99),italy (0.52),none,none
Why is it that the average lentils available in stores have become smaller over the past couple of years?,average lentils available in stores have become smaller (0.94),past couple of years (0.63),none,none,none,none
How do you know if something is rancid?,? (0.67),none,none,rancid (0.88),none,none
Is it wrong of me to sometimes feed my pot-bellied pig bacon?,pot - bellied pig bacon (1.00),none,none,none,none,none
"At McDonald's, what happens to the food that no one orders in a day? Do they serve it the next day or is it thrown away?",mcdonald's (0.99),food that no one orders in a day (0.93),it (0.45),thrown (0.64),none,none
